Title	URL	Author	Page views	Creation date	Status
Apartments for rent in Nashville: What will $1,700 get you?	https://assets.msn.com/labs/mind/BBWEOwN.html	finance-real-estate	6.0	Nov 2019	finance-real-estate
More Americans say now is a bad time to buy a home	https://assets.msn.com/labs/mind/BBWq3dt.html	finance-real-estate	2779.0	Nov 2019	finance-real-estate
How the Trump Administration Eroded Its Own Legal Case on DACA	https://assets.msn.com/labs/mind/BBWAzXm.html	newsus	10870.0	Nov 2019	newsus
Edgewater defeats Crestview	https://assets.msn.com/labs/mind/BBWujAP.html	weathertopstories	10.0	Nov 2019	weathertopstories
Who will be best team in the NFL after Week 11?	https://assets.msn.com/labs/mind/BBWKRH6.html	football_nfl_videos	4513.0	Nov 2019	football_nfl_videos
Boil Spot Hot Pot BBQ opens in USF Tampa's Uptown	https://assets.msn.com/labs/mind/BBWHLSN.html	newstrends	73.0	Nov 2019	newstrends
PATCO Operating On Emergency Schedule Monday Due To Track Defect	https://assets.msn.com/labs/mind/BBWAzYz.html	newsus	9.0	Nov 2019	newsus
Arizona high school football playoff roundup: Mountain View upsets Brophy in first round	https://assets.msn.com/labs/mind/BBWujBr.html	football_ncaa	3.0	Nov 2019	football_ncaa
Baltimore no longer accepting public housing applications, citing average 5-year delay for those on wait list	https://assets.msn.com/labs/mind/BBWEOzW.html	newsscienceandtechnology	6.0	Nov 2019	newsscienceandtechnology
The history of DACA is full of Tennessee voices. Now its future hinges on a looming Supreme Court decision	https://assets.msn.com/labs/mind/BBWAzgO.html	newspolitics	5.0	Nov 2019	newspolitics
Rainey FG, 4th-down stop lift Tulsa over UCF 34-31	https://assets.msn.com/labs/mind/BBWujGY.html	football_ncaa	5.0	Nov 2019	football_ncaa
2 men shot in Dutchtown Wednesday afternoon	https://assets.msn.com/labs/mind/BBWKRKu.html	newsus	26.0	Nov 2019	newsus
Cardinals' John Mozeliak optimistic about Mike Matheny's second chance with Royals	https://assets.msn.com/labs/mind/BBWHLTy.html	baseball_mlb	10.0	Nov 2019	baseball_mlb
If alien life exists in our solar system, it may look like this	https://assets.msn.com/labs/mind/BBWAzh8.html	newsscienceandtechnology	406.0	Nov 2019	newsscienceandtechnology
Hundreds of thousands evacuated as cyclone hits Bangladesh	https://assets.msn.com/labs/mind/BBWujMj.html	weathertopstories	371.0	Nov 2019	weathertopstories
Liquor stores in Bedford will add more sales tax dollars to city coffers, group says	https://assets.msn.com/labs/mind/BBWKRLJ.html	newsus	61.0	Nov 2019	newsus
Regional predictions: New Palestine-Cathedral, Warren Central-Center Grove headline matchups	https://assets.msn.com/labs/mind/BBWHLVC.html	football_ncaa	18.0	Nov 2019	football_ncaa
'I Wanted To Help All Those Kids': 4th Grader Collects Bottles To Raise Money For Operation Smile	https://assets.msn.com/labs/mind/BBWEP0c.html	medical	51.0	Nov 2019	medical
Studs and duds from Browns' 19-16 victory over Bills	https://assets.msn.com/labs/mind/BBWAzvq.html	football_nfl	34.0	Nov 2019	football_nfl
Volkswagen expanding electric vehicle production in US	https://assets.msn.com/labs/mind/BBWHLVW.html	finance-companies	3.0	Nov 2019	finance-companies
Oklahomans launch new petition to reduce prison population	https://assets.msn.com/labs/mind/BBWEP6b.html	newsus	20.0	Nov 2019	newsus
Tigers head coach says James Wiseman will continue to play	https://assets.msn.com/labs/mind/BBWujPj.html	basketball_ncaa	3.0	Nov 2019	basketball_ncaa
The stock market's 10-year run became the best bull market ever this month	https://assets.msn.com/labs/mind/BBWKRMm.html	markets	5666.0	Nov 2019	markets
KU's Self, Roberts familiar with new signee Bryce Thompson's family	https://assets.msn.com/labs/mind/BBWM6Yn.html	basketball_ncaa	11.0	Nov 2019	basketball_ncaa
Trump remarks on Michael Bloomberg entering presidential race	https://assets.msn.com/labs/mind/BBWujQc.html	newspolitics	66.0	Nov 2019	newspolitics
AD impresses LeBron, Vogel by playing through injuries	https://assets.msn.com/labs/mind/BBWHLYX.html	basketball_nba	78.0	Nov 2019	basketball_nba
Mister Rogers Cardigan Day on Wednesday	https://assets.msn.com/labs/mind/BBWB03L.html	newsoffbeat	8.0	Nov 2019	newsoffbeat
All eyes on Texas governor as calls grow to halt execution	https://assets.msn.com/labs/mind/BBWujRb.html	newscrime	5426.0	Nov 2019	newscrime
Weather today in Denver	https://assets.msn.com/labs/mind/BBWKRRI.html	newsus	3.0	Nov 2019	newsus
South African couple came to U.S. in '10 to help autistic sons - now they are opening 2 home care service providers	https://assets.msn.com/labs/mind/BBWM6bL.html	lifestylefamily	6.0	Nov 2019	lifestylefamily
Valley Food Relief needs your help	https://assets.msn.com/labs/mind/BBWujUA.html	newstrends	7.0	Nov 2019	newstrends
Trager adds Alexa voice control to its line of WiFi-enabled grills	https://assets.msn.com/labs/mind/BBWKRRo.html	newsscienceandtechnology	43.0	Nov 2019	newsscienceandtechnology
RNC to hold winter meetings at Trump resort that was considered for G-7 summit	https://assets.msn.com/labs/mind/BBWM6bV.html	newspolitics	495.0	Nov 2019	newspolitics
30 Ultimate Things to Do in New York City	https://assets.msn.com/labs/mind/BBWujUo.html	ustravel	384.0	Nov 2019	ustravel
'Moshi Monsters' is shutting down because it runs on Flash	https://assets.msn.com/labs/mind/BBWKRRp.html	newsscienceandtechnology	28.0	Nov 2019	newsscienceandtechnology
Ask These 7 Genius Questions to Spark Innovation on Your Team	https://assets.msn.com/labs/mind/BBWHLdK.html	lifestylecareer	16.0	Nov 2019	lifestylecareer
This 'new' strain of HIV is actually a good thing	https://assets.msn.com/labs/mind/BBWB08R.html	health-news	6229.999999999999	Nov 2019	health-news
Last victim of Mexico border killings buried as others leave	https://assets.msn.com/labs/mind/BBWujUx.html	newsworld	550.0	Nov 2019	newsworld
'Jeopardy!' Contestant Dhruv Gaur Shares How He's Still Supporting Alex Trebek After Emotional Viral Moment	https://assets.msn.com/labs/mind/BBWKRT6.html	tvnews	801.0	Nov 2019	tvnews
Did Russia meddle in 2016 Brexit vote? In election season, dismay over delayed report	https://assets.msn.com/labs/mind/BBWM6dB.html	newsworld	243.0	Nov 2019	newsworld
New Hampshire man clocked driving 106 mph in a 65-mph speed zone	https://assets.msn.com/labs/mind/BBWB0AG.html	autosnews	6.0	Nov 2019	autosnews
Dwayne Haskins Redskins Presser: Getting more comfortable in the offense as he gets more reps	https://assets.msn.com/labs/mind/BBWHLet.html	football_nfl	8.0	Nov 2019	football_nfl
Apartments for rent in Minneapolis: What will $1,800 get you?	https://assets.msn.com/labs/mind/BBWEPEc.html	newsus	8.0	Nov 2019	newsus
Missing calf needs to be caught before weather turns bad	https://assets.msn.com/labs/mind/BBWB0AI.html	newsoffbeat	3.0	Nov 2019	newsoffbeat
42 No-Fuss Christmas Eve Lunch Ideas to Serve Your Guests	https://assets.msn.com/labs/mind/BBWHLg2.html	recipes	96.0	Nov 2019	recipes
Mike Tomlin states James Conner would have practiced fully for the Steelers on Monday	https://assets.msn.com/labs/mind/BBWB0BT.html	football_nfl	23.0	Nov 2019	football_nfl
Midnight Mania! Khabib: '95% Chance' Ferguson Is Next	https://assets.msn.com/labs/mind/BBWujWz.html	mma	3.0	Nov 2019	mma
Man arrested for ripping facemask off Joe Montana statue at Levi's Stadium	https://assets.msn.com/labs/mind/BBWKRZS.html	football_nfl	455.0	Nov 2019	football_nfl
World Famous Alinea Group Reveals Next Restaurant's 2020 Menu Themes	https://assets.msn.com/labs/mind/BBWHLgm.html	newstrends	28.0	Nov 2019	newstrends
How Big Is Your Turkey? Most Americans Pick This Smaller Size, Says Survey	https://assets.msn.com/labs/mind/BBWB0Bw.html	tipsandtricks	2356.0	Nov 2019	tipsandtricks
The Daily Twitter: 9 November 2019	https://assets.msn.com/labs/mind/BBWujZ1.html	football_nfl	8.0	Nov 2019	football_nfl
Muskegon-area regional football finals picks: Compassion wins every time	https://assets.msn.com/labs/mind/BBWKRb1.html	more_sports	3.0	Nov 2019	more_sports
Understanding gender identity: What it means for teens coming out and their parents	https://assets.msn.com/labs/mind/BBWB0By.html	wellness	10.0	Nov 2019	wellness
Memorial Park Golf Course Renovation Phase I Completed	https://assets.msn.com/labs/mind/BBWujZR.html	golf	45.0	Nov 2019	golf
Highways on Fire. Semesters Cut Short. A Recession. Can Hong Kong Heal?	https://assets.msn.com/labs/mind/BBWKRbP.html	newsworld	1927.0	Nov 2019	newsworld
10 TV Shows That Bombed in the 2010s That Everyone Loves Now	https://assets.msn.com/labs/mind/BBWHLhR.html	tv-gallery	1631.0	Nov 2019	tv-gallery
Woman arrested, shot after claiming Raleigh apartment was hers	https://assets.msn.com/labs/mind/BBWB0E9.html	newscrime	14.0	Nov 2019	newscrime
Prosecutors decline to drop murder charges, setting up possible retrial for man who's already completed his sentence	https://assets.msn.com/labs/mind/BBWEPMN.html	newsus	4.0	Nov 2019	newsus
The Hello Kitty Cafe Truck is returning to Jacksonville	https://assets.msn.com/labs/mind/BBWB0EI.html	travelarticle	3.0	Nov 2019	travelarticle
Warriors refute report that Curry unlikely to return this season	https://assets.msn.com/labs/mind/BBWtO2i.html	basketball_nba	60.0	Nov 2019	basketball_nba
Incoming NYPD commissioner meets with Rev. Al Sharpton, National Action Network	https://assets.msn.com/labs/mind/BBWB0EY.html	newsus	9.0	Nov 2019	newsus
Nonsmoker's family was haunted by lung cancer   then she got diagnosed herself	https://assets.msn.com/labs/mind/BBWKRkO.html	ads-lung-health	1766.9999999999998	Nov 2019	ads-lung-health
'Business as usual' at Orlando's T.G. Lee milk factory after parent company declares bankruptcy	https://assets.msn.com/labs/mind/BBWHLji.html	finance-companies	15.0	Nov 2019	finance-companies
UnitedHealth Group names new president	https://assets.msn.com/labs/mind/BBWEPOE.html	football_nfl	5.0	Nov 2019	football_nfl
1st High-Rise Opens In Cleveland District Since 1970s: Patch PM	https://assets.msn.com/labs/mind/BBWtO2v.html	newsus	4.0	Nov 2019	newsus
These are the world's most beautiful small towns	https://assets.msn.com/labs/mind/BBWB0Hh.html	internationaltravel	1257.0	Nov 2019	internationaltravel
Woman shot in McDonald's parking lot	https://assets.msn.com/labs/mind/BBWKRkk.html	newscrime	3.0	Nov 2019	newscrime
Justice Dept. watchdog won't let witnesses give written feedback on report about FBI's Russia probe, sparking fears of inaccuracy	https://assets.msn.com/labs/mind/BBWM6mC.html	newspolitics	828.0	Nov 2019	newspolitics
What's it like to learn you're a Top 10 CNN Hero?	https://assets.msn.com/labs/mind/BBWEPS0.html	popculture	8.0	Nov 2019	popculture
Officer accused of killing Oklahoma police chief in Florida	https://assets.msn.com/labs/mind/BBWB0Jd.html	newscrime	1706.0	Nov 2019	newscrime
Dotson had 22 points, No. 3 Kansas edges UNC Greensboro	https://assets.msn.com/labs/mind/BBWujlH.html	basketball_ncaa	173.0	Nov 2019	basketball_ncaa
Dan DeLuca's Mix Picks: Booker T. Jones, Bob Dylan, Tool, and the music of 'The Irishman'	https://assets.msn.com/labs/mind/BBWKRkt.html	musicnews	8.0	Nov 2019	musicnews
Rafael Nadal Slams Reporter After Being Asked if Recent Marriage Led to Loss at ATP Finals	https://assets.msn.com/labs/mind/BBWHLkQ.html	tennis	5.0	Nov 2019	tennis
American Airlines is dropping its Baltimore-Phoenix route	https://assets.msn.com/labs/mind/BBWB0Jl.html	travelnews	960.9999999999999	Nov 2019	travelnews
New York raises age to purchase tobacco and e-cigarette products to 21	https://assets.msn.com/labs/mind/BBWKRl5.html	newsus	85.0	Nov 2019	newsus
'Born into hockey': Meet Emilie Castonguay, NHL's rare female agent who has top draft prospect as client	https://assets.msn.com/labs/mind/BBWHLkl.html	icehockey_nhl	368.0	Nov 2019	icehockey_nhl
Detroit Red Wings' Justin Abdelkader (mid-body injury) out 3 weeks; Givani Smith recalled	https://assets.msn.com/labs/mind/BBWB0K2.html	icehockey_nhl	6.0	Nov 2019	icehockey_nhl
Clark Atlanta University in shock after student's murder	https://assets.msn.com/labs/mind/BBWujrX.html	newscrime	142.0	Nov 2019	newscrime
California's wildfire, blackout crisis: Who's to blame?	https://assets.msn.com/labs/mind/BBWKRmS.html	newsus	3507.0000000000005	Nov 2019	newsus
What apartments will $2,600 rent you in Business District, this month?	https://assets.msn.com/labs/mind/BBWtOAa.html	newsus	32.0	Nov 2019	newsus
Best royal photos of 2019	https://assets.msn.com/labs/mind/BBWB0MK.html	lifestyleroyals	3793.0	Nov 2019	lifestyleroyals
Top Stockton news: Missing woman, 92, found; couple finds racist clauses in home paperwork; more	https://assets.msn.com/labs/mind/BBWHLne.html	newsus	22.0	Nov 2019	newsus
Ask the Captain: How easy is it for a pilot to enter a hijacking code by mistake?	https://assets.msn.com/labs/mind/BBWq4P9.html	travelnews	8.0	Nov 2019	travelnews
Bipartisan House members call on Trump to rescind Erdoğan invitation	https://assets.msn.com/labs/mind/BBWB0MZ.html	newspolitics	233.0	Nov 2019	newspolitics
Playoff-bound Mayde Creek powers past Morton Ranch	https://assets.msn.com/labs/mind/BBWujtc.html	football_nfl	4.0	Nov 2019	football_nfl
WBZ Mid-Morning Forecast For November 14	https://assets.msn.com/labs/mind/BBWKRsW.html	weathertopstories	8.0	Nov 2019	weathertopstories
Fort Collins, CSU hosting event to celebrate 20 years of climate action	https://assets.msn.com/labs/mind/BBWHLnj.html	weathertopstories	17.0	Nov 2019	weathertopstories
UC investigating student allegation of sexual misconduct by a regent	https://assets.msn.com/labs/mind/BBWM6tT.html	newsus	23.0	Nov 2019	newsus
Former Villanova guard Jahvon Quinerly's appeal to play for Alabama this season is denied	https://assets.msn.com/labs/mind/BBWEPcT.html	basketball_ncaa	21.0	Nov 2019	basketball_ncaa
MIT robots enjoy a soccer outing	https://assets.msn.com/labs/mind/BBWtOBj.html	science	270.0	Nov 2019	science
Bruins Notes: Why Bruce Cassidy Was Frustrated By Second Period No-Call	https://assets.msn.com/labs/mind/BBWB0N9.html	icehockey_nhl	6.0	Nov 2019	icehockey_nhl
White House stresses 'hearsay' in witness testimony ahead of public impeachment hearings	https://assets.msn.com/labs/mind/BBWEPca.html	newspolitics	730.0000000000001	Nov 2019	newspolitics
Schiff blocks GOP from questioning Vindman	https://assets.msn.com/labs/mind/BBWujvJ.html	news	10.0	Nov 2019	news
Traveling with a service animal doesn't have to be difficult. New book explains how.	https://assets.msn.com/labs/mind/BBWKRx3.html	travelnews	3.0	Nov 2019	travelnews
Hundreds told Clearwater not to ban kratom. Officials were baffled.	https://assets.msn.com/labs/mind/BBWHLq2.html	newsus	5.0	Nov 2019	newsus
Police seek potential witnesses to murder of Boston delivery driver	https://assets.msn.com/labs/mind/BBWEPdI.html	newscrime	123.99999999999999	Nov 2019	newscrime
Marathon Great Commits To Manchester Road Race	https://assets.msn.com/labs/mind/BBWB0Rh.html	more_sports	11.0	Nov 2019	more_sports
Teddi Mellencamp Gets Candid About Body Image In Before-And-After Weight Loss Photos	https://assets.msn.com/labs/mind/BBWHLqs.html	wellness	1244.0	Nov 2019	wellness
Student Loan Debt Scam Stopped by FTC After Consumers Lose Millions	https://assets.msn.com/labs/mind/BBWM6wB.html	financenews	15.0	Nov 2019	financenews
Video appears to show Astros stealing signs against Danny Farquhar	https://assets.msn.com/labs/mind/BBWEPdi.html	baseball_mlb	3.0	Nov 2019	baseball_mlb
Early look at Fabrika, a 'modern cabaret' coming to Fishtown with food from Kanella's Konstantinos Pitsillades	https://assets.msn.com/labs/mind/BBWB0SB.html	travelarticle	3.0	Nov 2019	travelarticle
NAR's ban on pocket listings leaves major loophole, consumer advocates say	https://assets.msn.com/labs/mind/BBWKS01.html	finance-real-estate	3.0	Nov 2019	finance-real-estate
Mexico makes arrests in massacre of American women, children: minister	https://assets.msn.com/labs/mind/BBWB0Sp.html	newsworld	1152.0	Nov 2019	newsworld
John Mulaney, Pete Davidson to play Orlando in December	https://assets.msn.com/labs/mind/BBWB0VA.html	movienews	7.0	Nov 2019	movienews
Bellator 233 Results: John Salter stifles Costello van Steenis, 'King Mo' KO'd in retirement bout	https://assets.msn.com/labs/mind/BBWujzr.html	mma	13.0	Nov 2019	mma
Country husbands take a step back at the CMAs	https://assets.msn.com/labs/mind/BBWKS7r.html	popculture	275.99999999999994	Nov 2019	popculture
AG: Expelling Rep. David Byrd over sex assault allegations legal, but 'constitutional restraints counsel against' it	https://assets.msn.com/labs/mind/BBWHLsI.html	newspolitics	7.0	Nov 2019	newspolitics
Nikki Haley: 'I do think we should always protect whistleblowers'	https://assets.msn.com/labs/mind/BBWM726.html	newspolitics	237.0	Nov 2019	newspolitics
Barn Find: Large Collection Of Pontiac Firebirds Uncovered	https://assets.msn.com/labs/mind/BBWEPgv.html	autosclassics	8509.0	Nov 2019	autosclassics
Despite new policy, Atlanta has failed to collect fines for impounded e-scooters	https://assets.msn.com/labs/mind/BBWB0VF.html	financenews	10.0	Nov 2019	financenews
After 55 years, Michael Chitwood retires	https://assets.msn.com/labs/mind/BBWulBX.html	basketball_nba	43.0	Nov 2019	basketball_nba
Suspect Shot By Deputies Near East LA School	https://assets.msn.com/labs/mind/BBWHLsi.html	newscrime	31.0	Nov 2019	newscrime
